team1_Hero_1_Name,team1_Hero_2_Name,team1_Hero_3_Name,team1_Hero_4_Name,team1_Hero_5_Name,team1_Hero_1_Role,team1_Hero_2_Role,team1_Hero_3_Role,team1_Hero_4_Role,team1_Hero_5_Role,team1_Hero_1_Win_Rate,team1_Hero_2_Win_Rate,team1_Hero_3_Win_Rate,team1_Hero_4_Win_Rate,team1_Hero_5_Win_Rate,team1_Hero_1_Popularity,team1_Hero_2_Popularity,team1_Hero_3_Popularity,team1_Hero_4_Popularity,team1_Hero_5_Popularity,team1_Hero_1_Ban_Rate,team1_Hero_2_Ban_Rate,team1_Hero_3_Ban_Rate,team1_Hero_4_Ban_Rate,team1_Hero_5_Ban_Rate,team1_Hero_1_Scaling_Rating,team1_Hero_2_Scaling_Rating,team1_Hero_3_Scaling_Rating,team1_Hero_4_Scaling_Rating,team1_Hero_5_Scaling_Rating,team1_Hero_1_Cooldown_Rating,team1_Hero_2_Cooldown_Rating,team1_Hero_3_Cooldown_Rating,team1_Hero_4_Cooldown_Rating,team1_Hero_5_Cooldown_Rating,team1_Hero_1_Item_Dependency_Rating,team1_Hero_2_Item_Dependency_Rating,team1_Hero_3_Item_Dependency_Rating,team1_Hero_4_Item_Dependency_Rating,team1_Hero_5_Item_Dependency_Rating,team1_Hero_1_Mobility_Rating,team1_Hero_2_Mobility_Rating,team1_Hero_3_Mobility_Rating,team1_Hero_4_Mobility_Rating,team1_Hero_5_Mobility_Rating,team1_Hero_1_Crowd_Control_Rating,team1_Hero_2_Crowd_Control_Rating,team1_Hero_3_Crowd_Control_Rating,team1_Hero_4_Crowd_Control_Rating,team1_Hero_5_Crowd_Control_Rating,team1_Hero_1_Base_Stats_Growth_Rating,team1_Hero_2_Base_Stats_Growth_Rating,team1_Hero_3_Base_Stats_Growth_Rating,team1_Hero_4_Base_Stats_Growth_Rating,team1_Hero_5_Base_Stats_Growth_Rating,team1_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_1_Ultimate_Impact_Rating_Early_Game,team1_Hero_2_Ultimate_Impact_Rating_Early_Game,team1_Hero_3_Ultimate_Impact_Rating_Early_Game,team1_Hero_4_Ultimate_Impact_Rating_Early_Game,team1_Hero_5_Ultimate_Impact_Rating_Early_Game,team1_Hero_1_Ultimate_Impact_Rating_Late_Game,team1_Hero_2_Ultimate_Impact_Rating_Late_Game,team1_Hero_3_Ultimate_Impact_Rating_Late_Game,team1_Hero_4_Ultimate_Impact_Rating_Late_Game,team1_Hero_5_Ultimate_Impact_Rating_Late_Game,team1_Hero_1_Ultimate_Impact_Rating_Mid_Game,team1_Hero_2_Ultimate_Impact_Rating_Mid_Game,team1_Hero_3_Ultimate_Impact_Rating_Mid_Game,team1_Hero_4_Ultimate_Impact_Rating_Mid_Game,team1_Hero_5_Ultimate_Impact_Rating_Mid_Game,team1_Hero_1_Ultimate_Impact_Rating_Support,team1_Hero_2_Ultimate_Impact_Rating_Support,team1_Hero_3_Ultimate_Impact_Rating_Support,team1_Hero_4_Ultimate_Impact_Rating_Support,team1_Hero_5_Ultimate_Impact_Rating_Support,team1_Hero_1_Strength_Rating,team1_Hero_2_Strength_Rating,team1_Hero_3_Strength_Rating,team1_Hero_4_Strength_Rating,team1_Hero_5_Strength_Rating,team2_Hero_1_Name,team2_Hero_2_Name,team2_Hero_3_Name,team2_Hero_4_Name,team2_Hero_5_Name,team2_Hero_1_Role,team2_Hero_2_Role,team2_Hero_3_Role,team2_Hero_4_Role,team2_Hero_5_Role,team2_Hero_1_Win_Rate,team2_Hero_2_Win_Rate,team2_Hero_3_Win_Rate,team2_Hero_4_Win_Rate,team2_Hero_5_Win_Rate,team2_Hero_1_Popularity,team2_Hero_2_Popularity,team2_Hero_3_Popularity,team2_Hero_4_Popularity,team2_Hero_5_Popularity,team2_Hero_1_Ban_Rate,team2_Hero_2_Ban_Rate,team2_Hero_3_Ban_Rate,team2_Hero_4_Ban_Rate,team2_Hero_5_Ban_Rate,team2_Hero_1_Scaling_Rating,team2_Hero_2_Scaling_Rating,team2_Hero_3_Scaling_Rating,team2_Hero_4_Scaling_Rating,team2_Hero_5_Scaling_Rating,team2_Hero_1_Cooldown_Rating,team2_Hero_2_Cooldown_Rating,team2_Hero_3_Cooldown_Rating,team2_Hero_4_Cooldown_Rating,team2_Hero_5_Cooldown_Rating,team2_Hero_1_Item_Dependency_Rating,team2_Hero_2_Item_Dependency_Rating,team2_Hero_3_Item_Dependency_Rating,team2_Hero_4_Item_Dependency_Rating,team2_Hero_5_Item_Dependency_Rating,team2_Hero_1_Mobility_Rating,team2_Hero_2_Mobility_Rating,team2_Hero_3_Mobility_Rating,team2_Hero_4_Mobility_Rating,team2_Hero_5_Mobility_Rating,team2_Hero_1_Crowd_Control_Rating,team2_Hero_2_Crowd_Control_Rating,team2_Hero_3_Crowd_Control_Rating,team2_Hero_4_Crowd_Control_Rating,team2_Hero_5_Crowd_Control_Rating,team2_Hero_1_Base_Stats_Growth_Rating,team2_Hero_2_Base_Stats_Growth_Rating,team2_Hero_3_Base_Stats_Growth_Rating,team2_Hero_4_Base_Stats_Growth_Rating,team2_Hero_5_Base_Stats_Growth_Rating,team2_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_1_Ultimate_Impact_Rating_Early_Game,team2_Hero_2_Ultimate_Impact_Rating_Early_Game,team2_Hero_3_Ultimate_Impact_Rating_Early_Game,team2_Hero_4_Ultimate_Impact_Rating_Early_Game,team2_Hero_5_Ultimate_Impact_Rating_Early_Game,team2_Hero_1_Ultimate_Impact_Rating_Late_Game,team2_Hero_2_Ultimate_Impact_Rating_Late_Game,team2_Hero_3_Ultimate_Impact_Rating_Late_Game,team2_Hero_4_Ultimate_Impact_Rating_Late_Game,team2_Hero_5_Ultimate_Impact_Rating_Late_Game,team2_Hero_1_Ultimate_Impact_Rating_Mid_Game,team2_Hero_2_Ultimate_Impact_Rating_Mid_Game,team2_Hero_3_Ultimate_Impact_Rating_Mid_Game,team2_Hero_4_Ultimate_Impact_Rating_Mid_Game,team2_Hero_5_Ultimate_Impact_Rating_Mid_Game,team2_Hero_1_Ultimate_Impact_Rating_Support,team2_Hero_2_Ultimate_Impact_Rating_Support,team2_Hero_3_Ultimate_Impact_Rating_Support,team2_Hero_4_Ultimate_Impact_Rating_Support,team2_Hero_5_Ultimate_Impact_Rating_Support,team2_Hero_1_Strength_Rating,team2_Hero_2_Strength_Rating,team2_Hero_3_Strength_Rating,team2_Hero_4_Strength_Rating,team2_Hero_5_Strength_Rating,Persentase_Kemenangan_Tim_1,Persentase_Kemenangan_Tim_2,result
Jawhead,Franco,Cyclops,Brody,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,0.47,46.81,49.68,49.72,46.59,0.04,2.25,0.64,0.61,0.67,0.43,10.32,0.29,0.47,0.78,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,50.58,54.33,44.06,33.76,Phoveus,Estes,Odette,Granger,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.27,51.01,51.39,49.22,51.52,0.06,0.77,1.24,0.67,0.78,0.18,49.76,1.31,0.04,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,50.98,60.95,44.47,46.49,43.667236223835964,56.33276377616403,Kalah
X.Borg,Barats,Eudora,Bruno,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,54.96,48.71,48.26,44.33,1.07,0.78,0.09,0.64,1.02,0.69,30.58,1.45,0.23,1.91,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.96,62.35,48.66,43.9,36.69,Alpha,Rafaela,Cecilion,Moskov,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.69,51.71,48.18,54.22,50.24,0.25,0.41,0.75,2.83,1.14,0.49,0.47,0.28,18.42,10.99,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.76,42.66,54.98,69.41,50.57,43.81783226179895,56.18216773820107,Kalah
Masha,Faramis,Harith,Melissa,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.37,50.19,5.55,52.46,48.15,0.04,0.22,1.02,1.02,0.82,38.63,1.41,36.94,3.38,1.01,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.27,52.4,40.56,49.28,45.75,Yin,Minotaur,Xavier,Natan,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.57,52.37,50.17,52.46,51.32,1.23,1.03,0.52,0.95,0.63,53.81,25.15,0.17,4.03,41.11,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.85,63.53,53.27,50.64,48.81,43.49714664220931,56.502853357790684,Kalah
Cici,Mathilda,Yve,Popol and Kupa,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.95,48.94,48.69,52.98,51.32,0.75,0.04,0.07,0.46,0.63,10.53,29.58,0.01,0.88,41.11,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.94,43.04,48.31,43.58,48.81,Thamuz,Baxia,Valentina,Brody,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.75,49.12,43.27,49.72,50.86,0.91,0.15,0.31,0.61,0.26,2.06,0.28,0.52,0.47,1.52,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.23,39.26,49.13,44.06,41.01,51.59271778954157,48.40728221045843,Menang
Hilda,Johnson,Vale,Moskov,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.48,49.98,52.28,54.22,45.53,0.53,0.1,1.16,2.83,0.63,0.14,5.11,1.83,18.42,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,49.5,60.47,69.41,36.17,Roger,Lolita,Chang'e,Granger,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.62,58.09,4.93,49.22,44.33,1.87,0.25,0.12,0.67,1.02,18.07,0.81,1.14,0.04,1.91,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,53.01,35.79,44.47,36.69,54.931490668556584,45.06850933144342,Menang
Thamuz,Uranus,Luo Yi,Bruno,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.75,51.74,50.91,48.26,45.53,0.91,0.45,0.75,0.64,0.63,2.06,0.54,2.55,0.23,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.23,43.08,58.03,43.9,36.17,Balmond,Mathilda,Yve,Popol and Kupa,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.41,48.94,48.69,52.98,49.63,0.95,0.04,0.07,0.46,0.44,0.77,29.58,0.01,0.88,0.08,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,43.04,48.31,43.58,42.3,53.133568350959656,46.86643164904034,Menang
Sun,Gatotkaca,Luo Yi,Natan,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.31,54.28,50.91,52.46,45.53,1.16,1.65,0.75,0.95,0.63,6.68,2.93,2.55,4.03,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.66,66.08,58.03,50.64,36.17,Thamuz,Kaja,Esmeralda,Moskov,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.75,47.26,49.51,54.22,44.86,0.91,0.01,1.26,2.83,0.09,2.06,0.14,3.35,18.42,2.02,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.23,47.29,60.79,69.41,27.56,51.4516914546885,48.5483085453115,Menang
Masha,Faramis,Kadita,Ixia,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.37,50.19,48.71,50.68,49.63,0.04,0.22,0.35,0.56,0.44,38.63,1.41,0.32,1.32,0.08,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.27,52.4,51.14,43.94,42.3,Bane,Franco,Pharsa,Popol and Kupa,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.05,46.81,48.43,52.98,46.59,0.36,2.25,0.55,0.46,0.67,0.22,10.32,0.03,0.88,0.78,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.64,50.58,53.03,43.58,33.76,51.83261850699409,48.16738149300591,Menang
Jawhead,Tigreal,Esmeralda,Melissa,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,0.47,49.45,49.51,52.46,49.97,0.04,1.85,1.26,1.02,0.24,0.43,62.63,3.35,3.38,3.49,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,62.6,60.79,49.28,40.74,Fredrinn,Hylos,Valentina,Popol and Kupa,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.24,56.04,43.27,52.98,51.52,0.1,0.32,0.31,0.46,0.78,25.54,0.26,0.52,0.88,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93,43.04,49.13,43.58,46.49,51.86618649446698,48.13381350553303,Menang
Leomord,Chip,Nana,Moskov,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.65,48.31,49.14,54.22,49.97,0.12,0.15,2.51,2.83,0.24,0.08,14.85,54.96,18.42,3.49,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8,50.48,78.34,69.41,40.74,Terizla,Gloo,Yve,Hanabi,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.28,52.34,48.69,49.07,45.53,0.09,0.01,0.07,0.25,0.63,1.27,0.36,0.01,4.08,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.01,38.84,48.31,40.63,36.17,62.25924966283326,37.74075033716674,Menang
Roger,Baxia,Kagura,Melissa,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.62,49.12,48.88,52.46,50.24,1.87,0.15,0.34,1.02,1.14,18.07,0.28,0.02,3.38,10.99,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,39.26,41.07,49.28,50.57,Hilda,Chip,Aurora,Irithel,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.48,48.31,4.93,49.44,49.97,0.53,0.15,0.62,0.39,0.24,0.14,14.85,8.49,0.13,3.49,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,50.48,41.53,41.74,40.74,57.26732187999794,42.73267812000207,Menang
Guinevere,Kaja,Lylia,Claude,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.71,47.26,50.26,48.15,46.59,0.53,0.01,0.87,1.37,0.67,0.88,0.14,1.02,1.29,0.78,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,47.29,56.88,41.27,33.76,Bane,Minotaur,Cyclops,Popol and Kupa,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.05,52.37,49.68,52.98,45.53,0.36,1.03,0.64,0.46,0.63,0.22,25.15,0.29,0.88,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.64,63.53,54.33,43.58,36.17,44.616479800676274,55.38352019932372,Kalah
Zilong,Uranus,Nana,Granger,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.57,51.74,49.14,49.22,51.52,1.32,0.45,2.51,0.67,0.78,0.78,0.54,54.96,0.04,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.55,43.08,78.34,44.47,46.49,Sun,Mathilda,Valir,Karrie,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.31,48.94,49.17,45.01,45.53,1.16,0.04,1.08,0.09,0.63,6.68,29.58,7.23,1.07,12.12,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.66,43.04,59.27,37.51,36.17,55.93299056739538,44.06700943260462,Menang
Masha,Tigreal,Yve,Granger,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.37,49.45,48.69,49.22,44.33,0.04,1.85,0.07,0.67,1.02,38.63,62.63,0.01,0.04,1.91,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.27,62.6,48.31,44.47,36.69,Jawhead,Franco,Chang'e,Moskov,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,0.47,46.81,4.93,54.22,44.83,0.04,2.25,0.12,2.83,0.62,0.43,10.32,1.14,18.42,11.53,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,50.58,35.79,69.41,33.8,53.94521522589827,46.05478477410173,Menang
Zilong,Franco,Odette,Natan,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.57,46.81,51.39,52.46,49.97,1.32,2.25,1.24,0.95,0.24,0.78,10.32,1.31,4.03,3.49,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.55,50.58,60.95,50.64,40.74,Guinevere,Lolita,Cyclops,Brody,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.71,58.09,49.68,49.72,46.72,0.53,0.25,0.64,0.61,0.54,0.88,0.81,0.29,0.47,1.11,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,53.01,54.33,44.06,32.53,56.79577440697332,43.204225593026685,Menang
Bane,Kaja,Eudora,Lesley,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.05,47.26,48.71,46.24,46.59,0.36,0.01,0.09,1.42,0.67,0.22,0.14,1.45,1.02,0.78,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.64,47.29,48.66,61.17,33.76,Aulus,Rafaela,Lylia,Miya,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.75,51.71,50.26,49.49,51.52,0.02,0.41,0.87,2.26,0.78,0.41,0.47,1.02,0.21,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.07,42.66,56.88,60.47,46.49,47.816659639824124,52.18334036017587,Kalah
Balmond,Johnson,Eudora,Hanabi,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.41,49.98,48.71,49.07,50.86,0.95,0.1,0.09,0.25,0.26,0.77,5.11,1.45,4.08,1.52,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,49.5,48.66,40.63,41.01,Leomord,Khufra,Kadita,Claude,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.65,49.15,48.71,48.15,47.08,0.12,0.49,0.35,1.37,0.82,0.08,1.16,0.32,1.29,2.28,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.8,42.76,51.14,41.27,45.55,48.92987952870571,51.07012047129429,Kalah
